Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Brush application (product.metafields.shopify.brush-application),Chair features (product.metafields.shopify.chair-features),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Handle material (product.metafields.shopify.handle-material),Paint type (product.metafields.shopify.paint-type),Seat type (product.metafields.shopify.seat-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
Karinne Oversized Sectional,Karinne Oversized Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,64879.44838,shopify,deny,manual,457.62,526,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_22.png?v=1745165271,169,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC914,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Karinne Oversized Sectional,,,,,,,,,Medium,,,,,,,,,65259.56174,shopify,deny,manual,460.23,529,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_23.png?v=1745165281,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Sectional,,,,,,,,,Large,,,,,,,,,65639.6751,shopify,deny,manual,462.84,532,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_24.png?v=1745165279,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Sectional,,,,,,,,,,,,,,,,,,66019.78846,shopify,deny,manual,465.45,535,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_25.png?v=1745165281,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Sectional,Adelaide Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,66399.90182,shopify,deny,manual,468.06,538,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_26.png?v=1745165265,173,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC915,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Adelaide Sectional,,,,,,,,,Medium,,,,,,,,,66780.01518,shopify,deny,manual,470.67,541,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_27.png?v=1745165281,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Sectional,,,,,,,,,Large,,,,,,,,,67160.12854,shopify,deny,manual,473.28,544,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_28.png?v=1745165276,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Sectional,Flexsteel Adrian Leather Power Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,67540.2419,shopify,deny,manual,475.89,547,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_29.png?v=1745165279,176,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC916,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Flexsteel Adrian Leather Power Sectional,,,,,,,,,Medium,,,,,,,,,67920.35526,shopify,deny,manual,478.5,550,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_3.png?v=1745165281,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Sectional,,,,,,,,,Large,,,,,,,,,68300.46862,shopify,deny,manual,481.11,553,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_32.png?v=1745165266,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Denver Power Sectional,Denver Power Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,68680.58198,shopify,deny,manual,483.72,556,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_32.png?v=1745165266,179,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC917,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Denver Power Sectional,,,,,,,,,Medium,,,,,,,,,69060.69534,shopify,deny,manual,486.33,559,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_33.png?v=1745165276,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Sectional,Venture Manual Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,69440.8087,shopify,deny,manual,488.94,562,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_34.png?v=1745165281,181,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC918,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Venture Manual Sectional,,,,,,,,,Medium,,,,,,,,,69820.92206,shopify,deny,manual,491.55,565,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_35.png?v=1745165279,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Sectional,,,,,,,,,Large,,,,,,,,,70201.03543,shopify,deny,manual,494.16,568,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_36.png?v=1745165272,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Sectional,Lawrence Power Reclining Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,70581.14879,shopify,deny,manual,496.77,571,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_37.png?v=1745165271,184,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC919,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lawrence Power Reclining Sectional,,,,,,,,,Medium,,,,,,,,,70961.26215,shopify,deny,manual,499.38,574,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_38.png?v=1745165280,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Sectional,,,,,,,,,Large,,,,,,,,,71341.37551,shopify,deny,manual,501.99,577,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_39.png?v=1745165281,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Sectional,,,,,,,,,,,,,,,,,,71721.48887,shopify,deny,manual,504.6,580,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_4.png?v=1745165279,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Sectional,Sarabella Queen Memory Foam Sleeper Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,72101.60223,shopify,deny,manual,507.21,583,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_40.png?v=1745165272,188,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC920,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Sarabella Queen Memory Foam Sleeper Sectional,,,,,,,,,Medium,,,,,,,,,72481.71559,shopify,deny,manual,509.82,586,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_41.png?v=1745165273,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Sectional,,,,,,,,,Large,,,,,,,,,72861.82895,shopify,deny,manual,512.43,589,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_42.png?v=1745165280,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Sectional,Tulen Reclining Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,73241.94231,shopify,deny,manual,515.04,592,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_43.png?v=1745165280,191,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC921,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Tulen Reclining Sectional,,,,,,,,,Medium,,,,,,,,,73622.05567,shopify,deny,manual,517.65,595,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_44.png?v=1745165280,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Sectional,,,,,,,,,Large,,,,,,,,,74002.16903,shopify,deny,manual,520.26,598,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_45.png?v=1745165276,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Solana Power Reclining Sectional,Solana Power Reclining Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,74382.28239,shopify,deny,manual,522.87,601,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_46.png?v=1745165276,194,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC922,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mitchiner Reclining Sectional,Mitchiner Reclining Sectional,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,74762.39575,shopify,deny,manual,525.48,604,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_47.png?v=1745165281,195,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Black Rope,Darcy Black Rope,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,75142.50911,shopify,deny,manual,528.09,607,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_48.png?v=1745165280,196,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Black Rope,,,,,,,,,Medium,,,,,,,,,75522.62247,shopify,deny,manual,530.7,610,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_49.png?v=1745165276,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Darcy Black Rope,,,,,,,,,Large,,,,,,,,,75902.73583,shopify,deny,manual,533.31,613,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_5.png?v=1745165275,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Black Rope,Vail Fur Swivel Black Rope,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,76282.84919,shopify,deny,manual,535.92,616,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_50.png?v=1745165276,199,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC911,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Vail Fur Swivel Black Rope,,,,,,,,,Medium,,,,,,,,,76662.96255,shopify,deny,manual,538.53,619,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_51.png?v=1745165276,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Black Rope,,,,,,,,,Large,,,,,,,,,77043.07591,shopify,deny,manual,541.14,622,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_52.png?v=1745165281,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Black Rope,Lindyn Oversized Swivel Accent Black Rope,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Amish Village,Uncategorized,,,TRUE,Size,Small,,,,,,,,,77423.18927,shopify,deny,manual,543.75,625,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_53.png?v=1745165280,202,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC912,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lindyn Oversized Swivel Accent Black Rope,,,,,,,,,Medium,,,,,,,,,77803.30263,shopify,deny,manual,546.36,628,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_54.png?v=1745165280,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Black Rope,,,,,,,,,Large,,,,,,,,,78183.41599,shopify,deny,manual,548.97,631,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_55.png?v=1745165279,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Black Rope,Mahoney Chaise Black Rope,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,78563.52935,shopify,deny,manual,551.58,634,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_56.png?v=1745165279,205,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC913,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mahoney Chaise Black Rope,,,,,,,,,Medium,,,,,,,,,78943.64271,shopify,deny,manual,554.19,637,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_57.png?v=1745165279,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Black Rope,,,,,,,,,Large,,,,,,,,,79323.75607,shopify,deny,manual,556.8,640,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_58.png?v=1745165271,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Black Rope,Karinne Oversized Black Rope,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Amish Village,Uncategorized,,,TRUE,Size,Small,,,,,,,,,79703.86943,shopify,deny,manual,559.41,643,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_59.png?v=1745165280,208,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC914,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Karinne Oversized Black Rope,,,,,,,,,Medium,,,,,,,,,80083.98279,shopify,deny,manual,562.02,646,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_6.png?v=1745165264,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Black Rope,,,,,,,,,Large,,,,,,,,,80464.09615,shopify,deny,manual,564.63,649,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_60.png?v=1745165276,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Black Rope,,,,,,,,,,,,,,,,,,80844.20951,shopify,deny,manual,567.24,652,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_61.png?v=1745165276,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Black Rope,Adelaide Black Rope,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,81224.32287,shopify,deny,manual,569.85,655,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_62.png?v=1745165273,212,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC915,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Adelaide Black Rope,,,,,,,,,Medium,,,,,,,,,81604.43623,shopify,deny,manual,572.46,658,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_63.png?v=1745165281,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Black Rope,,,,,,,,,Large,,,,,,,,,81984.5496,shopify,deny,manual,575.07,661,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_64.png?v=1745165280,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Black Rope,Flexsteel Adrian Leather Power Black Rope,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,82364.66296,shopify,deny,manual,577.68,664,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/dining-room_65.png?v=1745165273,215,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC916,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
